crowd_size
hundreds
thousands
1000
50
300
hundreds
hundreds
hundreds
50
80
8000
25
180
100
hundreds
hundreds
500
hundreds
600
50
30
200
100
3000
40
200
several
30
40
50
50
300
hundreds
90
3
hundreds
hundreds
70
500
hundreds
300
hundreds
hundreds
hundred
hundreds
hundred
hundreds
thousands
200
hundreds
hundreds
hundreds
100
150
30
18
1
200
50
hundreds
thousands
100
hundreds
hundreds
100
5
hundreds
100
100
30
100
hundred
200
100
50
50
80
20
30
50
400
hundred
30
hundreds
200
thousands
hundreds
40
35
30
30
6
20
20
15
112
70
20
120
hundred
several
200
300
40
25
10
150
100
4
50
several
25
thousands
700
200
hundred
20
300
15
several hundred
400
80
50
hundreds
44
80
150
60
140
30
200
60
hundreds
15
75
200
60
20
100
thousands
hundreds
12
hundreds
170
5
50
100
40
90
a few
100
thousands
100
3000
thousands
150
thousand
100
hundred
hundreds
100
90
50
300
350
hundreds
100
100
hundreds
200
8
100
hundreds
10000
hundred
200
100
50
8
100
25
200
100
50
thousand
hundreds
100
hundreds
20
150
400
50
thousands
100
50
100
hundreds
"1,000"
hundreds
300
100
100
60
100
100
30
100
100
8
hundreds
hundreds
20
100
hundreds
150
200
150
50
100
50
hundreds
300
3000
100
thousands
200
50
60
300
75
250
hundreds
hundreds
hundreds
300
100
50
1
20
hundreds
several
200
"1,500"
25
100
50
50
10
hundreds
50
25
300
100
hundreds
80
300
1000
hundreds
20
100
50
hundreds
115
120
70
100
50
35
100
hundreds
several
hundreds
several
300
50
50
hundreds
70
hundred
30
100
100
100
50
several
hundreds
thousands
50
50
100
600
hundreds
30
112
10
300
several
60
100
hundreds
120
50
20
20
hundreds
30
a few
100
30
50
several
50
50
50
200
hundreds
40
120
20
200
hundreds
100
200
20
100
100
hundreds
150
100
thousands
hundreds
50
100
hundred
40
100
10
100
hundred
hundred
15
200
hundreds
300
2000
1000
1000
hundreds
50
hundred
hundreds
200
hundreds
hundreds
hundreds
20
hundreds
20
thousands
10
120
100
80
130
150
50
50
thousands
several hundred
100
70
30
50
500
50
200
100
300
100
20
150
50
50
300
100
50
several
50
100
100
25
4000
40
80
200
50
100
hundreds
100
150
270
150
50
70
several hundred
40
hundred
200
65
150
700
50
hundreds
200
300
250
250
500
1200
700
600
35
hundreds
250
75
100
30
100
a couple
32
70
70
100
hundreds
hundreds
hundreds
hundreds
hundreds
50
300
hundreds
500
hundreds
hundreds
12
hundreds
200
hundreds
thousands
100
hundreds
100
80
"5,000"
thousands
hundreds
hundreds
150
hundreds
900
hundreds
300
150
100
2000
15
hundreds
50
hundreds
133
250
hundreds
"5,000"
200
hundred
hundreds
40
20
hundreds
200
hundreds
hundreds
50
50
175
25
200
100
700
300
300
200
hundreds
40
100
hundred
100
20
hundreds
100
100
50
800
500
200
50
2000
80
a few
a few hundred
20
175
hundreds
200
30
50
1
3000
10
50
500
100
820
10
540
100
80
60
50
hundred
45
200
several
50
50
200
hundreds
300
50
25
100
50
100
hundreds
hundred
68
20
hundreds
200
4000
60
200
a few
hundreds
50
40
150
200
400
200
300
700
hundreds
300
hundreds
100
200
500
300
thousands
80
50
200
a few
hundreds
25
60
80
several hundred
1000
30
50
50
600
400
50
75
2
100
30
800
40
400
100
35
80
100
4
20
300
20
50
50
200
several
20
100
700
50
300
200
60
2000
100
60
100
50
hundreds
a few
15
hundreds
200
300
hundreds
hundreds
200
150
60
20
15
1
hundreds
50
150
20
hundreds
50
200
50
200
600
150
200
70
50
400
5
200
hundreds
thousand
thousands
20
10
200
50
400
600
150
1000
hundreds
50
hundreds
650
50
thousands
100
several thousand
hundreds
hundred
2000
several
200
300
100
30
several
hundreds
hundreds
thousands
30
100
100
hundreds
thousand
300
300
5
100
hundreds
75
200
hundreds
100
100
hundreds
100
hundreds
1
50
50
40
50
30
85
hundreds
200
20
hundreds
30
30
50
50
150
40
600
100
236
100
40
25
150
hundreds
3
75
50
50
10
40
250
50
100
50
75
30
100
40
200
300
70
30
50
60
300
90
100
150
50
100
50
hundreds
200
100
50
200
65
50
200
100
a few
50
several
35
100
150
100
hundreds
250
100
40
a few hundred
hundreds
70
hundreds
35
1
12
130
20
40
120
25
50
hundreds
hundreds
21
10
50
several
hundreds
30
100
21
10
hundreds
30
100
30
40
20
30
16
30
40
40
a few
100
100
100
20
300
40
15
30
a few
20
hundreds
several
100
30
1
300
a few
20
thousands
100
hundreds
50
400
30
hundreds
300
300
hundreds
hundreds
100
100
100
100
200
12
80
50
300
50
hundreds
300
50
hundreds
20
100
350
hundreds
hundreds
75
50
30
2500
1
60
100
20
100
35
100
hundreds
thousands
40
23
thousand
2000
hundred
20
50
20
hundreds
50
100
1
20
75
100
50
1000
350
several
200
90
50
500
thousands
thousands
40
120
20
hundreds
20
a few
hundred
several
hundreds
hundreds
75
30
50
60
400
200
100
hundreds
"1,000"
100
50
hundreds
50
40
20
hundreds
75
50
20
hundred
hundreds
50
100
50
150
35
100
1000
15
200
400
35
100
100
50
50
several
50
1
thousands
thousands
300
100
15
25
"1,000"
250
150
200
20
10
60
10
200
hundred
20
hundreds
100
20
50
hundreds
100
300
400
200
hundreds
hundreds
100
several
50
100
250
a few
hundreds
100
150
several
75
30
30
300
20
100
500
40
40
20
50
100
a few hundred
hundred
120
20
100
100
30
80
100
2500
hundreds
50
60
several
100
several
150
hundreds
a few
100
1
2000
100
400
150
1000
hundreds
300
hundreds
2
60
10
700
100
100
50
hundred
100
20
hundreds
several
80
100
35
several
100
30
15
30
50
200
30
20
20
50
90
hundreds
100
100
20
30
125
a few
40
300
50
15
25
20
hundreds
several hundred
50
thousands
50
15
hundreds
15
several
1
15
several
a few
hundreds
40
50
50
100
50
30
200
130
hundreds
hundreds
200
400
60
20
50
30
70
40
hundred
100
54
50
50
300
40
30
hundreds
hundreds
100
40
50
20
30
40
hundred
75
40
100
50
hundreds
15
a few
30
200
200
50
100
150
100
20
25
50
400
a few
100
34
100
100
100
hundreds
100
100
2
40
25
20
30
30
30
40
several
30
4
1
500
10
50
50
30
50
100
100
hundreds
30
15
hundreds
hundreds
50
hundreds
30
thousands
"1,000"
260 thousand
450
50 thousand
30
a few
40
100
300
100
10
thousands
40
hundreds
200
40
hundreds
200
several
30
35
20
hundreds
100
75
40
15
80
30
300
50
50
25
several
40
25
40
700
500
20
50
hundreds
20
20
50
150
400
15
several
30
hundreds
50
30
75
75
75
hundreds
hundreds
50
100
150
40
50
20
50
100
hundred
200
50
200
100
hundreds
200
hundreds
600
6
30
100
100
60
20
250
150
600
5000
500
500
hundreds
1000
hundreds
20
30
30
50
50
40
hundreds
10
hundreds
40
hundreds
200
30
300
hundreds
hundreds
"4,000"
200
50
40
10
500
30
200
50
200
50
a few
40
50
300
75
100
40
30
20
300
50
500
hundreds
40
hundreds
120
100
hundreds
40
hundreds
hundreds
30
1
10
hundreds
200
4
400
500
10000
30
3000
20000
hundreds
100
10
100
40
8
6 thousand
9 thousand
50
100
4
50
hundreds
80
25
several
several
a few
50
350
50
100
50
200
12
20
30
hundreds
50
40
100
50
50
150
200
hundreds
hundreds
15
300
60
hundred
50
50
30
30
thousands
150
100
120
1
1000
hundreds
30
2 thousand
hundreds
hundreds
100
100
hundreds
50
100
130
50
20
20
150
250
50
50
60
thousands
thousands
200
30
a few
1000
50
76
several thousand
1
500
thousands
15
hundreds
50
hundred
50
200
20
200
20
20
60
12
hundreds
200
3000
100
40
200
40
10
50
100
100
500
hundred
1000
500
40
300
hundreds
400
thousand
50
hundreds
hundreds
40
thousand
100
50
200
30
350
50
several
100
150
hundreds
60
5000
hundreds
60
thousand
hundreds
300
40
150
100
500
300
1
200
50
hundreds
7
several
300
20
20
50
100
20
40
hundreds
100
3
3
30
100
hundreds
100
100
hundred
60000
30
70
100
hundreds
hundreds
200
hundreds
200
50
100
hundreds
300
80
hundred
hundreds
50
several
100
400
hundreds
hundreds
1
25
150
80
100
hundreds
30
1000
75
60
10
200
50
several hundred
100
15
hundred
thousands
80
300
70
100
40
20
45
15
5000
hundreds
400
100
150
50
100
100
200
100
30
70
25
a few
a few
hundreds
50
200
50
2500
20
30
1
200
400
200
100
3
80
several
100
100
several
50
hundreds
several hundred
100
50
40
30
hundreds
100
300
hundreds
hundreds
50
hundreds
40
1800
hundreds
800
hundreds
1000
30
thousands
thousands
hundreds
hundreds
hundreds
hundreds
100
30
hundred
60
10
1
10
100
800
120
50
50
hundreds
20
several
100
200
50
1000
50
hundreds
500
200
hundreds
200
hundreds
200
40
hundred
30
20
200
20
50
100
100
100
200
400
100
50
90
150
21
500
200
500
50
300
15
16
150
hundreds
60
50
"1,000"
40
100
100
105
70
20
30
60
150
5
100
200
40
500
30
15
60
300
hundreds
hundreds
hundreds
95000
hundreds
6000
3000
500
hundreds
hundreds
hundreds
thousands
hundreds
100
60
40
100
100
100
hundreds
hundred
120
4000
100
hundreds
hundreds
100
hundred
2500
300
7000
80
thousands
2000
2000
500
1000
1000
hundreds
3000
2000
200
100
a couple
400
60
75
several
15
130
40
200
60
50
200
hundreds
570
hundreds
100
150
hundreds
12
20000
100
150
hundreds
150
40
hundreds
6
hundred
20
100
100
hundreds
50
5 thousand
500
100
30
hundreds
100
50
hundreds
100
30
10
100
100
10
25
50
50
1600
thousands
thousands
hundred
several thousand
hundred
hundreds
60
100
"1,000"
hundreds
a few
hundreds
40
30
200
50
30
50
350
100
1300
30
30
1000
hundreds
200
hundreds
a couple hundred
70
70
50
hundreds
100
50
200
200
hundreds
450
150
25
several
70
15
hundreds
hundreds
100
350
several
20
25
20
70
hundred
thousands
150
15
10
200
hundreds
100
50
50
hundreds
50
several
100
30
a couple hundred
100
30
14
50
30
1
thousands
30
100
100
hundreds
100
1600
thousand
100
500
"1,200"
100
hundreds
hundreds
80
60
100
100
hundreds
100
several hundred
200
hundreds
hundreds
200
50
80
15
30
100
75
200
100
150
25
hundreds
hundreds
thousands
150
25
30
100
20
70
50
thousands
30
10
50
250
100
200
100
50
hundreds
100
25
100
100
23
100
hundreds
100
50
20
200
100
thousands
105
100
23
400
200
100
80
15
100
hundreds
30
50
60
10
250
several
100
several
hundreds
150
hundreds
100
200
100
thousands
100
200
300
20
150
50
400
200
3000
"1,000"
50
70
hundreds
50
100
200
150
hundreds
100
150
hundreds
100
40
450
25
100
hundreds
140
hundreds
thousands
100
200
150
thousands
100
75
120
400
22
60
thousands
100
20
100
100
100
50
250
hundreds
50
50
60
100
hundreds
200
18
500
hundreds
hundreds
"1,000"
1000
250
200
20
several
150
300
200
150
400
200
300
200
100
100
75
hundreds
hundreds
hundreds
100
200
100
hundreds
50
50
150
hundreds
a couple
300
350
350
50
400
100
200
200
100
200
50
500
300
100
50
100
100
hundreds
50
50
200
200
several hundred
several
20
45
20
hundreds
hundreds
65
30
300
30
100
250
200
50
a few
several hundred
100
several
several hundred
100
15
hundreds
20
60
a few
hundred
100
hundreds
50
60
200
hundreds
100
162
200
400
hundreds
30
20
100
50
300
60
210
"20,000"
hundreds
100
50
700
150
125
50
a few
200
75
100
200
hundreds
hundreds
100
5
260
100
several hundred
100
100
hundreds
70
50
100
hundred
100
50
100
hundreds
200
40
90
30
hundreds
80000
hundred
700
200
600
600
thousands
50
thousands
200
600
4000
300
2000
1800
200
100
a couple hundred
300
100
150
a couple
200
200
50
100
several
250
hundreds
300
50
100
250
20
50
60
300
hundreds
hundreds
100
several
20
100
50
160
20
500
hundreds
150
50
80
100
50
100
100
200
60
hundreds
hundreds
hundreds
hundreds
35
200
200
"1,000"
several
hundreds
thousands
hundreds
200
100
100
160
100
hundreds
450
hundreds
150
hundreds
100
hundreds
200
hundreds
5000
hundreds
a few hundred
60
50
40
150
200
1600
50
50
200
"15,000"
100
hundreds
12
30
100
100
hundreds
100
300
200
100
100
hundreds
53
35
100
200
20
"1,000"
500
hundreds
200
200
80
hundreds
50
20
100
112
50
16
100
hundreds
150
100
hundreds
100
hundreds
200
200
a few
hundreds
hundred
hundreds
330
20
14
50
100
"1,000"
60
250
400
hundreds
hundreds
300
130
hundred
200
400
100
a few
35
600
100
hundred
200
300
hundreds
200
hundreds
100
a few
hundreds
13
100
200
hundreds
200
a few
hundreds
300
140
30
500
150
60
50
100
300
300
50
80
hundreds
120
50
500
hundreds
200
100
300
hundreds
thousand
hundreds
150
15
50
hundreds
"1,000"
50
100
hundred
50
hundreds
1
200
60
several
hundreds
hundred
60
90
hundreds
60
100
several hundred
several
10
a couple
several hundred
hundred
several
200
hundreds
150
300
50
105
500
500
200
several
100
20
50
25
100
several
50
20
hundreds
50
125
300
75
60
200
50
hundreds
120
150
100
30
a few
300
70
40
hundred
hundreds
thousand
hundreds
300
13
hundreds
hundred
50
80
several hundred
"1,003"
100
50
70
several hundred
hundreds
15
300
250
100
300
150
60
150
615
50
30
1
35
30
a few
100
200
16
350
hundreds
hundreds
30
400
12
100
a few
hundred
20
210
500
75
hundreds
a few
65
hundreds
several
150
100
hundreds
300
100
30
100
200
hundred
30
several
thousands
100
50
30
hundreds
60
40
300
hundreds
20
80
50
100
a few
50
50
300
100
hundreds
150
hundred
300
25
150
thousands
hundreds
100
100
hundreds
100
100
15
hundreds
300
10
30
100
50
100
100
500
hundreds
100
300
210
hundreds
50
50
250
20
125
100
20
100
200
100
13
several hundred
hundreds
200
60
25
hundreds
a few
30
20
"20,000"
100
30
50
60
hundreds
hundreds
100
20
hundreds
100
hundreds
100
80
hundreds
hundreds
300
630
300
several
100
a few
100
1000
50
hundreds
hundreds
25
35
300
14
500
500
200
20
10
3
50
20
60
hundreds
50
hundreds
40
300
80
50
a few hundred
400
20
15
hundreds
15
200
thousand
hundreds
25
hundreds
100
100
50
50
hundreds
150
100
300
hundreds
hundreds
700
60
80
100
700
hundreds
125
hundreds
25
"1,000"
75
hundreds
50
a few
30
10
70
30
hundreds
hundreds
30
20
10
100
several
50
200
hundreds
hundreds
15
1300
20
hundred
40
200
86
45
80
hundreds
40
30
thousands
thousands
50
30
hundreds
200
30
100
hundreds
20
hundreds
52
46
100
a few
hundreds
60
hundreds
100
hundreds
50
7
300
52
25
a few
hundreds
14
50
150
hundred
40
100
several
200
100
thousands
thousands
hundreds
1000
hundreds
10 thousand
120
200
100
several hundred
80
"1,500"
hundred
50
hundreds
50
100
100
hundreds
hundreds
40
20
80
thousand
50
30
300
100
200
200
50
50
1000
4
50
100
50
200
20
hundreds
475
100
60
650
50
100
50
hundreds
50
50
40
23
8
100
100
50
100
30
400
50
100
20
a few
50
30
300
300
"5,000"
hundreds
50
50
20
300
100
30
30
11
hundreds
500
150
thousands
100
20
20
50
100
120
1000
hundreds
thousands
hundreds
100
25
several
50
hundreds
thousands
25
250
30
hundreds
20
150
30
75
100
35
150
50
300
120
hundreds
250
20
several
hundreds
100
1
10
120
50
100
200
100
60
50
250
100
25
1
hundreds
75
400
thousands
hundreds
200
100
15
100
hundred
20
100
hundreds
30
50
100
a couple
50
100
20
40
300
300
70
300
25
100
40
40
hundreds
50
50
a few
hundreds
50
several
200
10
thousand
200
300
50
200
100
100
hundreds
25
hundreds
40
100
300
thousands
thousands
hundreds
300
hundreds
thousands
hundred
30000
80
400
100
hundreds
50
20
30
85
100
30
150
75
hundreds
hundreds
100
100
150
thousands
"1,000"
40
hundreds
50
several
70
125
50
hundreds
15
100
100
50
10
hundred
250
100
80
100
hundreds
20
120
300
200
30
80
10
80
80
a few
30
60
2000
20
hundreds
30
hundreds
50
50
several
30
50
150
hundreds
hundreds
40
4000
hundreds
100
200
40
120
700
hundreds
50
hundreds
hundreds
100
300
100
20
hundreds
50
hundreds
10
hundreds
25
100
50
hundreds
several
hundreds
50
200
30
50
100
20
28
hundreds
200
125
500
100
50
several
hundreds
100
200
hundreds
30
75
400
thousands
50
30
thousands
hundreds
200
hundreds
30
40
60
a few
500
several
100
hundred
hundreds
40
1750
100
200
200
150
200
30
20
50
hundreds
60
a few
hundreds
80
200
40
100
15
20
2000
100
40
50
25
hundreds
70
100
50
50
100
several
8
40
30
70
200
50
100
1
1500
5000
400
thousand
8
400
80
100
"1,000"
50
100
hundreds
hundreds
70
thousand
hundred
50
hundreds
70
200
20
hundreds
hundreds
50
50
200
hundreds
hundreds
300
2000
30
300
30
500
100
hundreds
150
60
150
several
100
150
160
200
hundreds
a few hundred
40
thousand
25
200
200
hundreds
50
several
hundreds
100
100
hundreds
150
800
hundreds
200
hundred
300
hundreds
hundreds
100
200
200
50
20
hundreds
200
200
150
hundreds
several hundred
several
hundreds
50
500
200
400
75
30
300
40
250
thousands
17
hundreds
5
180
hundreds
500
1000
thousands
hundreds
200
60
hundreds
a few hundred
thousands
hundreds
250
hundreds
200
thousands
hundreds
thousands
300
hundreds
10
35
15
100
hundreds
40
50
thousands
thousands
hundreds
30
100
50
300
100
30
hundreds
8000
thousands
hundreds
5000
600
"180,000"
"10,000"
3000
50
"10,000"
8000
1500
80
200
"50,000"
200
hundreds
"20,000"
600
2500
"15,000"
4000
1000
hundreds
2000
500
2000
hundreds
500
hundreds
50
hundreds
125
"1,200"
186
30
5000
hundreds
2000
hundreds
100
hundreds
15
50
50
a few hundred
hundreds
"50,000"
100
hundreds
1000
60
5000
600
60
thousands
50
5000
2000
thousands
hundreds
200
12
100
100
hundreds
150
100
a couple
50
300
30
50
164
hundreds
hundred
100
25
2
hundreds
hundreds
80
100
hundreds
100
hundreds
75
hundreds
hundreds
35
1
"2,500"
75
"1,000"
100
15
hundreds
30
300
hundreds
several
"4,000"
500
30
40
70
150
100
50
40
100
30
75
hundreds
30
hundreds
200
3500
"4,000"
50
100
hundred
100
400
32
125
hundreds
20
200
hundreds
thousands
20
hundreds
400
several
100
"7,500"
a few
hundreds
a few hundred
100
35
several
30
200
100
60
3500
hundreds
"1,000"
hundreds
100
2000
thousands
100
thousands
hundreds
104
thousands
thousand
hundreds
hundreds
hundreds
hundreds
thousands
hundreds
thousands
thousands
300
350
200
12
40
1
100
200
3
40
30
160
2
100
a few
50
1200
30
7
100
40
hundreds
60
400
75
100
50
1
100
60
80
100
hundred
200
hundreds
100
200
100
hundred
hundred
50
40
80
40
200
4
20
40
12
100
20
40
70
60
10
70
hundreds
100
100
100
several hundred
hundreds
120
hundreds
120
500
100
40
60
hundred
30
3
100
hundreds
200
hundreds
hundreds
hundreds
50
6
30
100
200
hundreds
450
hundreds
100
hundreds
60
100
150
hundreds
100
20
200
hundreds
300
hundreds
20
2
150
several
100
hundreds
100
20
20
700
30
50
300
150
hundred
hundreds
300
100
hundreds
200
50
thousands
hundreds
hundreds
400
100
250
hundreds
20
hundreds
100
50
200
a few
a few hundred
hundreds
100
200
hundreds
60
thousands
200
75
hundreds
thousands
25
hundreds
thousands
100
200
hundreds
hundreds
500
50
200
100
20
10
20
35
30
30
20
hundred
hundreds
100
100
hundreds
several hundred
100
20
20
100
20
hundreds
500
25
100
400
25
6
100
50
hundred
hundreds
300
150
50
100
3000
200
hundreds
100
50
100
30
several
175
70
hundreds
several
300
400
24
14
hundreds
30
25
40
hundreds
hundred
hundreds
hundreds
100
50
300
4000
hundreds
"700,000"
400
250
thousands
5000
5000
1500
thousands
hundreds
300
thousands
1000
2000
1000
"15,000"
hundreds
"12,000"
1000
hundreds
"40,000"
hundreds
1500
300
1000
"17,000"
hundreds
20
thousand
100
a couple
15
1000
800
500
2000
200
30
hundreds
thousands
hundreds
1
300
100
hundreds
100
200
25
50
200
20
100
75
500
100
200
hundreds
thousands
200
200
200
100
70
100
50
60
50
200
hundreds
50
hundreds
150
80
200
100
100
100
hundreds
300
100
700
200
200
5
300
40
hundreds
200
a few
16
13
100
150
30
hundred
100
hundreds
70
70
100
50
900
30
1000
200
200
200
30
5
thousand
a few hundred
thousands
100
100
hundreds
40
several
hundreds
100
100
hundreds
200
100
50
100
hundreds
75
50
80
100
100
a few
a few
75
500
40
hundreds
200
50
60
200
hundreds
thousands
600
400
30
45
150
100
150
8000
30
50
300
thousands
hundreds
100
hundreds
hundreds
100
50
hundreds
250
1000
200
60
20
1
100
50
100
a few hundred
30
50
hundreds
60
200
20
200
50
600
several
hundreds
hundreds
50
15
100
40
100
100
100
150
30
20
100
25
60
30
200
60
hundreds
50
60
several
hundreds
150
400
500
100
40
20
100
100
100
100
120
50
100
200
hundreds
400
100
380
hundreds
200
20
50
300
100
hundreds
260
hundreds
5
100
200
100
200
25
30
100
100
hundred
40
50
45
hundreds
30
150
hundreds
50
hundreds
40
70
5000
20
20
80
several
150
200
30
150
170
150
50
40
hundreds
20
"5,500"
1
a couple
200
several hundred
200
hundreds
500
1000
15
20
19
400
100
hundreds
1200
hundreds
200
hundreds
several
50
several
200
350
hundreds
30
30
200
200
300
200
70
20
100
200
16
several
30
hundreds
25
400
50
hundreds
hundreds
hundreds
30
100
several
150
50
20
100
300
1000
hundreds
80
40
hundreds
100
50
200
10
hundreds
100
hundreds
80
70
150
hundreds
200
80
50
50
500
50
15
15
86
several
hundreds
80
200
hundreds
500
30
100
15
hundred
300
30
15
150
60
20
1
hundreds
hundred
100
60
hundreds
50
2000
100
hundreds
125
several hundred
30
hundreds
several
200
15
hundred
hundreds
hundreds
hundreds
100
hundreds
100
hundreds
800
5000
30
30
100
60
50
50
hundreds
300
50
50
100
200
100
30
100
40
1000
200
50
3000
300
50
40
20
hundreds
250
hundreds
40
4000
hundreds
several
30
several
100
hundred
100
50
10
100
300
300
300
100
150
several
80
20
150
100
100
80
30
300
400
thousand
400
hundreds
20
thousands
thousands
50
hundreds
50
hundreds
hundreds
100
100
15
1000
100
a few
50
hundreds
30
45
100
50
300
50
16
10
100
500
40
100
15
200
100
250
hundreds
a few
150
150
400
100
30
30
200
hundreds
"1,200"
several hundred
150
hundreds
"1,200"
50
thousands
several
hundreds
hundreds
300
150
hundreds
hundreds
hundreds
1000
20
several
hundreds
a few
thousands
50
100
35
100
80
60
several
20
330
1500
71
"1,500"
30
300
4
20
hundreds
hundreds
hundred
50
20
100
70
200
600
30
10
25
thousands
45
several hundred
50
40
200
500
200
hundreds
400
200
200
15
hundreds
20
60
200
hundreds
160
400
130
hundreds
9
200
a few
thousands
100
hundreds
hundreds
100
hundreds
150
20
25
hundreds
a couple hundred
1500
100
100
40
80
hundreds
hundreds
"2,000"
100
thousands
several hundred
2000
hundreds
100
400
hundreds
a few
200
hundreds
hundreds
60
40
300
hundreds
"1,000"
80
thousands
30
750
1000
40
200
thousands
15
hundreds
200
100
260
40
1000
50
150
100
70
10
40
hundreds
a few
200
several
20
100
200
100
hundreds
100
a few
100
100
several
hundreds
100
30
20
30
50
hundreds
40
30
hundreds
150
300
"1,000"
50
hundreds
50
hundred
100
30
hundreds
50
20
thousands
hundreds
14
50
200
200
several
a few
50
10
hundreds
hundreds
700
thousands
5000
50
100
25
30
100
hundreds
17
50
several
hundreds
40
7
hundreds
30
50
35
100
100
60
50
100
150
50
35
500
a few hundred
50
20
150
20
1
hundreds
80
hundreds
50
3
100
a few
50
50
100
65
100
several
80
100
1000
hundreds
2000
40
50
150
250
hundreds
20
thousands
thousands
400
100
hundreds
100
hundreds
100
400
100
40
100
60
2500
150
1
35
30
thousands
100
a few hundred
hundred
200
a few
150
500
40
1000
20
hundreds
50
40
100
hundreds
hundreds
hundreds
hundreds
100
"1,000"
300
100
hundreds
80
hundreds
several
110
50
hundred
90
20
100
100
several hundred
50
100
40
200
hundreds
50
100
200
200
20
100
hundreds
several
10000
100
500
20
600
500
50
100
100
60
100
hundreds
100
200
70
100
100
100
80
500
300
200
3000
25
100
100
hundreds
25
several
50
hundreds
50
50
500
100
100
50
1
100
15
30
hundreds
hundreds
hundreds
100
100
hundreds
20
hundreds
100
hundreds
hundreds
a few
"1,000"
100
several hundred
3000
20
50
100
25
200
35
150
90
100
35
300
70
40
hundreds
70
hundred
50
130
150
70
hundreds
40
40
50
50
50
hundreds
several hundred
200
50
150
1000
15
50
100
hundreds
200
hundreds
30
70
several
thousands
200
80
several hundred
hundreds
50
50
550
hundreds
20
150
"25,000"
50
40
100
100
18
300
200
200
100
20
300
20
700
18
hundreds
200
700
hundreds
several
60
50
100
100
400
70
hundreds
100
"2,000"
hundreds
hundred
430
hundreds
thousands
hundreds
500
"2,000"
hundred
hundreds
400
30
40
thousands
100
hundreds
120
hundreds
450
100
250
hundreds
40
150
400
200
"1,000"
300
100
several
300
hundreds
200
3000
50
hundreds
250
"1,200"
30
100
190
50
40
150
hundreds
hundreds
hundreds
150
15
35
130
1
500
hundreds
hundreds
100
150
100
30
50
190
300
several
50
100
30
20
100
40
60
200
1000
100
500
100
30
50
200
100
20
80
several hundred
500
70
100
30
100
hundreds
200
several
300
hundreds
150
15
20
60
50
500
100
thousands
several hundred
hundreds
40
1
45
100
hundreds
150
100
hundreds
several
hundreds
200
200
200
hundreds
100
500
15
hundreds
100
hundreds
50
150
2000
200
hundreds
hundreds
300
hundreds
30
300
100
hundreds
several hundred
150
hundreds
50
200
200
hundreds
200
50
hundreds
50
600
50
50
several hundred
hundreds
200
100
20
60
400
200
40
50
hundreds
hundreds
hundreds
hundreds
100
"1,000"
100
100
100
several
20
hundreds
50
50
hundreds
9
several
80
hundreds
500
60
thousand
thousand
100
300
10
100
70
several
100
1000
40
600
40
